index,true,top1,top1_correct,top3_correct,questions_asked
2210,Chickenpox,Chickenpox,True,True,5
3025,Hyperthyroidism,Hyperthyroidism,True,True,6
3293,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3259,Hepatitis B,Hepatitis B,True,True,5
3416,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
1379,Jaundice,Jaundice,True,True,9
3340,Hepatitis A,Hepatitis A,True,True,5
536,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4316,Migraine,Migraine,True,True,6
1543,Hypothyroidism,Hypothyroidism,True,True,14
631,Hepatitis D,Hepatitis D,True,True,5
664,Tuberculosis,Heart Attack,False,True,6
740,Hypoglycemia,Hypoglycemia,True,True,5
3983,AIDS,AIDS,True,True,7
4134,Osteoarthritis,Osteoarthritis,True,True,6
678,Common Cold,Common Cold,True,True,5
3504,Hepatitis A,Hepatitis A,True,True,5
4466,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4030,Cervical Spondylosis,Cervical Spondylosis,True,True,6
4335,Varicose Veins,Varicose Veins,True,True,6
1492,Common Cold,Common Cold,True,True,5
3779,Diabetes ,Diabetes ,True,True,5
2947,Vertigo,Vertigo,True,True,6
972,Malaria,Malaria,True,True,5
1819,Dengue,Dengue,True,True,5
4563,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1167,Osteoarthritis,Osteoarthritis,True,True,6
3081,AIDS,AIDS,True,True,7
3066,Hyperthyroidism,Hyperthyroidism,True,True,6
4711,Acne,Acne,True,True,7
958,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4115,Malaria,Malaria,True,True,5
4262,Psoriasis,Psoriasis,True,True,5
1267,Chronic Cholestasis,Chronic Cholestasis,True,True,8
1921,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
3313,Hypoglycemia,Hypoglycemia,True,True,5
1506,Pneumonia,Pneumonia,True,True,9
4706,Hyperthyroidism,Hyperthyroidism,True,True,6
4703,Heart Attack,Heart Attack,True,True,6
4772,Chickenpox,Chickenpox,True,True,5
3269,Varicose Veins,Varicose Veins,True,True,6
1154,Hypoglycemia,Hypoglycemia,True,True,8
1564,Hypoglycemia,Hypoglycemia,True,True,8
4267,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2160,Migraine,Migraine,True,True,6
1714,Diabetes ,Diabetes ,True,True,5
663,Tuberculosis,Tuberculosis,True,True,5
817,Impetigo,Impetigo,True,True,6
4249,Common Cold,Common Cold,True,True,5
4799,GERD,GERD,True,True,6
3885,Hypothyroidism,Hypothyroidism,True,True,6
213,Hepatitis C,Hepatitis C,True,True,6
2626,GERD,GERD,True,True,6
4287,Hepatitis E,Hepatitis E,True,True,4
1520,Heart Attack,Heart Attack,True,True,6
4445,Dengue,Dengue,True,True,5
4293,Heart Attack,Heart Attack,True,True,6
2913,GERD,GERD,True,True,6
2113,AIDS,AIDS,True,True,20
4419,Hyperthyroidism,Hyperthyroidism,True,True,6
4215,Hypoglycemia,Hypoglycemia,True,True,5
343,Osteoarthritis,Osteoarthritis,True,True,16
4683,Bronchial Asthma,Bronchial Asthma,True,True,7
1117,Heart Attack,Heart Attack,True,True,15
4102,GERD,GERD,True,True,6
3610,GERD,GERD,True,True,6
603,Hepatitis A,Hepatitis A,True,True,16
4946,Common Cold,Common Cold,True,True,5
3443,Impetigo,Impetigo,True,True,6
909,Gastroenteritis,Gastroenteritis,True,True,6
1847,Hepatitis B,Hepatitis B,True,True,9
4126,Common Cold,Common Cold,True,True,5
109,Hypertension ,Hypertension ,True,True,5
3707,Dengue,Dengue,True,True,5
218,Hepatitis C,Hepatitis C,True,True,6
1623,Psoriasis,Psoriasis,True,True,10
2056,Fungal Infection,Fungal Infection,True,True,14
1531,Varicose Veins,Varicose Veins,True,True,6
965,Jaundice,Jaundice,True,True,6
4022,Drug Reaction,Drug Reaction,True,True,6
4093,Osteoarthritis,Osteoarthritis,True,True,6
3933,Urinary Tract Infection,Urinary Tract Infection,True,True,9
919,Bronchial Asthma,Bronchial Asthma,True,True,7
4248,Tuberculosis,Tuberculosis,True,True,5
1305,Diabetes ,Diabetes ,True,True,5
3705,Malaria,Malaria,True,True,5
2927,Chickenpox,Chickenpox,True,True,5
4303,Psoriasis,Psoriasis,True,True,5
1373,Jaundice,Jaundice,True,True,6
598,Typhoid,Typhoid,True,True,5
3148,Hyperthyroidism,Hyperthyroidism,True,True,6
156,Malaria,Malaria,True,True,5
3256,Dengue,Dengue,True,True,5
1935,Heart Attack,Heart Attack,True,True,12
2851,Hepatitis D,Hepatitis D,True,True,5
4555,Drug Reaction,Drug Reaction,True,True,6
2889,Hepatitis A,Hepatitis A,True,True,5
4885,AIDS,AIDS,True,True,7
1837,Hepatitis A,Hepatitis A,True,True,5
2520,Hepatitis A,Hepatitis A,True,True,5
4198,Chickenpox,Chickenpox,True,True,5
324,Hyperthyroidism,Hyperthyroidism,True,True,6
77,Diabetes ,Diabetes ,True,True,5
3792,Hepatitis B,Hepatitis B,True,True,5
883,AIDS,AIDS,True,True,20
612,Hepatitis B,Hepatitis B,True,True,5
4246,Hepatitis E,Hepatitis E,True,True,4
3602,Arthritis,Arthritis,True,True,7
2493,Hypoglycemia,Hypoglycemia,True,True,5
2161,Migraine,Migraine,True,True,6
4381,Arthritis,Arthritis,True,True,7
455,Drug Reaction,Drug Reaction,True,True,12
1180,Vertigo,Vertigo,True,True,6
973,Malaria,Malaria,True,True,5
1233,Fungal Infection,Fungal Infection,True,True,9
4693,Hepatitis A,Hepatitis A,True,True,5
195,Hepatitis A,Hepatitis A,True,True,5
976,Malaria,Malaria,True,True,5
3438,Arthritis,Arthritis,True,True,7
4449,Hepatitis C,Hepatitis C,True,True,6
2551,Bronchial Asthma,Bronchial Asthma,True,True,7
1872,Hepatitis E,Hepatitis E,True,True,4
4766,Hypertension ,Hypertension ,True,True,5
3403,Fungal Infection,Fungal Infection,True,True,5
2047,Impetigo,Impetigo,True,True,6
4821,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2195,Jaundice,Jaundice,True,True,6
67,AIDS,AIDS,True,True,9
2588,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2110,AIDS,AIDS,True,True,7
2355,Varicose Veins,Varicose Veins,True,True,6
990,Dengue,Dengue,True,True,8
3987,Hypertension ,Hypertension ,True,True,5
588,Dengue,Malaria,False,True,5
1193,Acne,Acne,True,True,8
3353,Hyperthyroidism,Hyperthyroidism,True,True,6
6,Fungal Infection,Fungal Infection,True,True,14
2518,Dengue,Dengue,True,True,5
1445,Hepatitis C,Hepatitis C,True,True,9
985,Chickenpox,Chickenpox,True,True,5
2337,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1706,AIDS,AIDS,True,True,7
4947,Pneumonia,Pneumonia,True,True,5
4576,Tuberculosis,Tuberculosis,True,True,5
2737,Hypothyroidism,Hypothyroidism,True,True,6
350,Arthritis,Arthritis,True,True,7
2144,Bronchial Asthma,Bronchial Asthma,True,True,7
1477,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
277,Pneumonia,Pneumonia,True,True,5
3618,Hypertension ,Hypertension ,True,True,5
2228,Dengue,Malaria,False,True,5
4558,Diabetes ,Diabetes ,True,True,5
4123,Hepatitis E,Hepatitis E,True,True,4
2269,Hepatitis C,Hepatitis C,True,True,6
4294,Varicose Veins,Varicose Veins,True,True,6
1599,Vertigo,Vertigo,True,True,6
1925,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4047,Heart Attack,Heart Attack,True,True,6
2603,Hepatitis B,Hepatitis B,True,True,5
1584,Arthritis,Arthritis,True,True,7
1529,Heart Attack,Heart Attack,True,True,6
1038,Hepatitis C,Hepatitis C,True,True,6
66,AIDS,AIDS,True,True,7
4545,Arthritis,Arthritis,True,True,7
276,Pneumonia,Pneumonia,True,True,9
1412,Typhoid,Typhoid,True,True,5
987,Chickenpox,Chickenpox,True,True,9
2691,Common Cold,Common Cold,True,True,5
3829,Chickenpox,Chickenpox,True,True,5
3498,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2383,Hypoglycemia,Hypoglycemia,True,True,5
4304,Impetigo,Impetigo,True,True,6
546,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
181,Typhoid,Typhoid,True,True,5
3843,Varicose Veins,Varicose Veins,True,True,6
2236,Typhoid,Typhoid,True,True,5
3985,Gastroenteritis,Gastroenteritis,True,True,6
3490,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3922,Pneumonia,Pneumonia,True,True,5
2804,Chickenpox,Chickenpox,True,True,5
1903,Common Cold,Common Cold,True,True,5
2848,Hepatitis A,Hepatitis A,True,True,5
4108,Gastroenteritis,Gastroenteritis,True,True,6
2587,Drug Reaction,Drug Reaction,True,True,6
746,Hypoglycemia,Hypoglycemia,True,True,5
4767,Migraine,Migraine,True,True,6
3800,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2932,Hepatitis C,Hepatitis C,True,True,6
1874,Hepatitis E,Hepatitis E,True,True,4
4013,Vertigo,Vertigo,True,True,6
3935,Impetigo,Impetigo,True,True,6
825,Fungal Infection,Fungal Infection,True,True,9
179,Dengue,Dengue,True,True,5
3095,Hepatitis B,Hepatitis B,True,True,5
171,Dengue,Dengue,True,True,5
4642,Bronchial Asthma,Bronchial Asthma,True,True,7
3184,Pneumonia,Pneumonia,True,True,5
2111,AIDS,AIDS,True,True,9
4484,Malaria,Malaria,True,True,5
2224,Dengue,Dengue,True,True,5
4582,Hypothyroidism,Hypothyroidism,True,True,6
1037,Hepatitis C,Hepatitis C,True,True,9
149,Jaundice,Jaundice,True,True,9
2649,Tuberculosis,Tuberculosis,True,True,5
782,Acne,AIDS,False,True,20
1171,Arthritis,Arthritis,True,True,7
3309,Heart Attack,Heart Attack,True,True,6
3167,Hypertension ,Hypertension ,True,True,5
2685,Hepatitis B,Hepatitis B,True,True,5
4008,Hypothyroidism,Hypothyroidism,True,True,6
3460,Chickenpox,Chickenpox,True,True,5
509,Bronchial Asthma,Bronchial Asthma,True,True,7
1507,Pneumonia,Pneumonia,True,True,5
1789,Jaundice,Jaundice,True,True,9
1638,Impetigo,Impetigo,True,True,6
3275,Vertigo,Vertigo,True,True,6
3197,Impetigo,Impetigo,True,True,6
3600,Hypoglycemia,Hypoglycemia,True,True,5
4506,Acne,Acne,True,True,7
4574,Hepatitis E,Hepatitis E,True,True,4
2834,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3794,Hepatitis D,Hepatitis D,True,True,5
3688,Psoriasis,Psoriasis,True,True,5
2126,Diabetes ,Diabetes ,True,True,5
4458,Varicose Veins,Varicose Veins,True,True,6
338,Hypoglycemia,Hypoglycemia,True,True,5
1738,Bronchial Asthma,Bronchial Asthma,True,True,9
4236,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
3678,Heart Attack,Heart Attack,True,True,6
3300,Hepatitis B,Hepatitis B,True,True,5
739,Hyperthyroidism,Hyperthyroidism,True,True,6
2234,Typhoid,Typhoid,True,True,5
1203,Urinary Tract Infection,AIDS,False,True,20
1315,Gastroenteritis,Gastroenteritis,True,True,13
3086,Migraine,Migraine,True,True,6
327,Hyperthyroidism,Hyperthyroidism,True,True,6
3380,Typhoid,Typhoid,True,True,5
3636,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1210,Psoriasis,Psoriasis,True,True,5
1255,GERD,GERD,True,True,11
4561,Hypertension ,Hypertension ,True,True,5
3192,Arthritis,Arthritis,True,True,7
1745,Hypertension ,Hypertension ,True,True,5
682,Pneumonia,Pneumonia,True,True,5
2825,Acne,Acne,True,True,7
1818,Dengue,Malaria,False,True,5
1439,Hepatitis B,Hepatitis B,True,True,5
1831,Hepatitis A,Hepatitis A,True,True,5
4065,AIDS,AIDS,True,True,7
1444,Hepatitis C,Hepatitis C,True,True,6
3005,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1781,Jaundice,Jaundice,True,True,6
3864,Hypertension ,Hypertension ,True,True,5
3672,Hepatitis E,Hepatitis E,True,True,4
234,Hepatitis E,Hepatitis E,True,True,4
307,Varicose Veins,Varicose Veins,True,True,6
2749,GERD,GERD,True,True,6
2611,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1663,GERD,GERD,True,True,13
4386,Impetigo,Impetigo,True,True,6
2101,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2782,Arthritis,Arthritis,True,True,7
655,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,9
3594,Pneumonia,Pneumonia,True,True,5
4178,Acne,Acne,True,True,7
2488,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
3798,Common Cold,Common Cold,True,True,5
1794,Malaria,Malaria,True,True,8
142,Jaundice,Jaundice,True,True,6
4012,Arthritis,Arthritis,True,True,7
275,Pneumonia,Pneumonia,True,True,5
966,Jaundice,Jaundice,True,True,10
2642,Typhoid,Typhoid,True,True,5
1500,Pneumonia,Pneumonia,True,True,5
1483,Tuberculosis,Tuberculosis,True,True,5
4035,Dengue,Dengue,True,True,5
2323,Pneumonia,Pneumonia,True,True,5
132,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,8
3237,Psoriasis,Psoriasis,True,True,5
628,Hepatitis C,Hepatitis C,True,True,6
2781,Osteoarthritis,Osteoarthritis,True,True,6
4663,Varicose Veins,Varicose Veins,True,True,6
3718,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1523,Heart Attack,Heart Attack,True,True,6
4585,Osteoarthritis,Osteoarthritis,True,True,6
3255,Chickenpox,Chickenpox,True,True,5
4794,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4152,Migraine,Migraine,True,True,6
2168,Migraine,Migraine,True,True,6
4909,Varicose Veins,Varicose Veins,True,True,6
3683,Osteoarthritis,Osteoarthritis,True,True,6
1287,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2660,Vertigo,Vertigo,True,True,6
4184,GERD,GERD,True,True,6
4915,Vertigo,Vertigo,True,True,6
464,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
106,Hypertension ,Hypertension ,True,True,5
4670,Acne,Acne,True,True,7
4587,Vertigo,Vertigo,True,True,6
2120,Diabetes ,Diabetes ,True,True,5
1585,Arthritis,Arthritis,True,True,7
3513,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
4769,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
4662,Heart Attack,Heart Attack,True,True,6
1066,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1827,Typhoid,Typhoid,True,True,5
878,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2506,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1169,Osteoarthritis,Osteoarthritis,True,True,6
4313,Gastroenteritis,Gastroenteritis,True,True,6
4654,Hepatitis C,Hepatitis C,True,True,6
502,Bronchial Asthma,Bronchial Asthma,True,True,7
3721,Hypothyroidism,Hypothyroidism,True,True,6
3263,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3260,Hepatitis C,Hepatitis C,True,True,6
707,Heart Attack,Heart Attack,True,True,15
1823,Typhoid,Typhoid,True,True,5
359,Arthritis,Arthritis,True,True,7
2793,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
1309,Diabetes ,Diabetes ,True,True,5
2735,Heart Attack,Heart Attack,True,True,6
4201,Hepatitis A,Hepatitis A,True,True,5
265,Common Cold,Common Cold,True,True,5
2252,Hepatitis B,Hepatitis B,True,True,5
2220,Dengue,Dengue,True,True,8
1189,Vertigo,Vertigo,True,True,6
1228,Impetigo,Impetigo,True,True,6
4802,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3992,Malaria,Malaria,True,True,5
3624,Chickenpox,Chickenpox,True,True,5
1480,Tuberculosis,Tuberculosis,True,True,5
2083,Chronic Cholestasis,Chronic Cholestasis,True,True,5
3977,Fungal Infection,Fungal Infection,True,True,5
497,Gastroenteritis,Gastroenteritis,True,True,17
4255,Hyperthyroidism,Hyperthyroidism,True,True,6
3047,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
969,Jaundice,Jaundice,True,True,9
3291,Migraine,Migraine,True,True,6
3468,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
1478,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
2989,Acne,Acne,True,True,7
2344,Heart Attack,Heart Attack,True,True,6
1511,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
1914,Pneumonia,Pneumonia,True,True,9
2259,Hepatitis B,Hepatitis B,True,True,5
531,Cervical Spondylosis,Cervical Spondylosis,True,True,6
2835,AIDS,AIDS,True,True,7
353,Arthritis,Arthritis,True,True,7
3202,Drug Reaction,Drug Reaction,True,True,6
4583,Hyperthyroidism,Hyperthyroidism,True,True,6
3715,Tuberculosis,Tuberculosis,True,True,5
2960,Gastroenteritis,Gastroenteritis,True,True,6
2153,Hypertension ,Hypertension ,True,True,5
3483,Psoriasis,Psoriasis,True,True,5
1677,Chronic Cholestasis,Chronic Cholestasis,True,True,8
4754,Psoriasis,Psoriasis,True,True,5
3894,Impetigo,Impetigo,True,True,6
513,Hypertension ,Hypertension ,True,True,5
1298,AIDS,AIDS,True,True,7
2631,Diabetes ,Diabetes ,True,True,5
2829,Fungal Infection,Fungal Infection,True,True,5
1843,Hepatitis B,Hepatitis B,True,True,13
1908,Common Cold,Common Cold,True,True,5
2119,AIDS,AIDS,True,True,7
1411,Typhoid,Typhoid,True,True,5
525,Migraine,Migraine,True,True,6
3553,Pneumonia,Pneumonia,True,True,5
2620,Acne,Acne,True,True,7
2407,Arthritis,Arthritis,True,True,7
745,Hypoglycemia,Hypoglycemia,True,True,5
4279,Malaria,Malaria,True,True,5
4529,Hepatitis A,Hepatitis A,True,True,5
3099,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
4548,Urinary Tract Infection,Urinary Tract Infection,True,True,9
508,Bronchial Asthma,Bronchial Asthma,True,True,9
2122,Diabetes ,Diabetes ,True,True,17
3299,Hepatitis A,Hepatitis A,True,True,5
1245,Allergy,Allergy,True,True,10
674,Common Cold,Common Cold,True,True,8
3096,Hepatitis C,Hepatitis C,True,True,6
1321,Bronchial Asthma,Bronchial Asthma,True,True,9
923,Hypertension ,Hypertension ,True,True,5
1417,Typhoid,Typhoid,True,True,5
2125,Diabetes ,Diabetes ,True,True,5
3196,Psoriasis,Psoriasis,True,True,5
2915,Drug Reaction,Drug Reaction,True,True,6
3640,Hyperthyroidism,Hyperthyroidism,True,True,6
804,Psoriasis,Psoriasis,True,True,5
2601,Typhoid,Typhoid,True,True,5
2256,Hepatitis B,Hepatitis B,True,True,5
2890,Hepatitis B,Hepatitis B,True,True,5
512,Hypertension ,Hypertension ,True,True,5
2560,Typhoid,Typhoid,True,True,5
3639,Hypothyroidism,Hypothyroidism,True,True,6
2516,Malaria,Malaria,True,True,5
3974,Urinary Tract Infection,Urinary Tract Infection,True,True,9
4074,Malaria,Malaria,True,True,5
2058,Fungal Infection,Fungal Infection,True,True,5
2625,Allergy,Allergy,True,True,10
690,Dimorphic Hemmorhoids (piles),Dimorphic Hemmorhoids (piles),True,True,8
2424,Acne,Acne,True,True,7
2378,Hyperthyroidism,Hyperthyroidism,True,True,6
3132,Chickenpox,Chickenpox,True,True,5
4291,Pneumonia,Pneumonia,True,True,5
3599,Hyperthyroidism,Hyperthyroidism,True,True,6
3575,Gastroenteritis,Gastroenteritis,True,True,6
3870,Chickenpox,Chickenpox,True,True,5
1382,Malaria,Malaria,True,True,5
4626,Osteoarthritis,Osteoarthritis,True,True,6
4285,Hepatitis C,Hepatitis C,True,True,6
116,Migraine,Migraine,True,True,6
332,Hypoglycemia,Hypoglycemia,True,True,5
3394,Hyperthyroidism,Hyperthyroidism,True,True,6
2627,Chronic Cholestasis,Chronic Cholestasis,True,True,5
2362,Hypothyroidism,Hypothyroidism,True,True,14
1084,Common Cold,Common Cold,True,True,8
2667,GERD,GERD,True,True,6
863,Drug Reaction,Drug Reaction,True,True,6
2343,Heart Attack,Heart Attack,True,True,6
3001,Gastroenteritis,Gastroenteritis,True,True,6
3136,Hepatitis B,Hepatitis B,True,True,5
4276,Cervical Spondylosis,Cervical Spondylosis,True,True,6
124,Cervical Spondylosis,Cervical Spondylosis,True,True,20
2039,Psoriasis,Psoriasis,True,True,5
2568,Common Cold,Common Cold,True,True,5
2911,Fungal Infection,Fungal Infection,True,True,5
1186,Vertigo,Vertigo,True,True,6
2629,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3735,Drug Reaction,Drug Reaction,True,True,6
1978,Hypoglycemia,Hypoglycemia,True,True,5
1003,Typhoid,Typhoid,True,True,5
2884,Jaundice,Jaundice,True,True,6
1218,Psoriasis,Psoriasis,True,True,5
3861,Diabetes ,Diabetes ,True,True,5
298,Heart Attack,Heart Attack,True,True,6
3644,Vertigo,Vertigo,True,True,6
3895,Fungal Infection,Fungal Infection,True,True,5
1800,Chickenpox,Chickenpox,True,True,5
4207,Tuberculosis,Tuberculosis,True,True,5
4051,Hypoglycemia,Hypoglycemia,True,True,5
1902,Common Cold,Common Cold,True,True,5
835,Allergy,Allergy,True,True,10
1393,Chickenpox,Chickenpox,True,True,8
2484,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,5
3009,Chickenpox,Chickenpox,True,True,5
3536,Hypertension ,Hypertension ,True,True,5
4932,Cervical Spondylosis,Cervical Spondylosis,True,True,6
1414,Typhoid,Typhoid,True,True,5
3542,Chickenpox,Chickenpox,True,True,5
4228,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
3697,Diabetes ,Diabetes ,True,True,5
2109,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
2841,Cervical Spondylosis,Cervical Spondylosis,True,True,6
434,GERD,GERD,True,True,6
3866,Cervical Spondylosis,Cervical Spondylosis,True,True,6
3011,Typhoid,Typhoid,True,True,5
1910,Pneumonia,Pneumonia,True,True,5
501,Bronchial Asthma,Bronchial Asthma,True,True,9
3463,Hepatitis A,Hepatitis A,True,True,5
4182,Fungal Infection,Fungal Infection,True,True,5
1015,Hepatitis A,Hepatitis A,True,True,5
577,Chickenpox,Chickenpox,True,True,9
396,Psoriasis,Psoriasis,True,True,5
3669,Hepatitis B,Hepatitis B,True,True,5
1188,Vertigo,Vertigo,True,True,6
1573,Osteoarthritis,Osteoarthritis,True,True,16
4828,Hypothyroidism,Hypothyroidism,True,True,6
1712,Diabetes ,Diabetes ,True,True,17
1016,Hepatitis A,Hepatitis A,True,True,8
654,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,9
4687,Paralysis (brain hemorrhage),Paralysis (brain hemorrhage),True,True,7
2366,Hypothyroidism,Hypothyroidism,True,True,6
2697,Hyperthyroidism,Hyperthyroidism,True,True,6
3902,Diabetes ,Diabetes ,True,True,5
652,Alcoholic Hepatitis,Alcoholic Hepatitis,True,True,16
2040,Impetigo,Impetigo,True,True,6
2108,Peptic Ulcer Disease,Peptic Ulcer Disease,True,True,6
4495,Common Cold,Common Cold,True,True,5
2042,Impetigo,Impetigo,True,True,10
4476,Diabetes ,Diabetes ,True,True,5
2921,Hypertension ,Hypertension ,True,True,5
4951,Hypothyroidism,Hypothyroidism,True,True,6
368,Vertigo,Vertigo,True,True,6
1610,Urinary Tract Infection,Urinary Tract Infection,True,True,9
